ID	SzamlaSzam	DevizaNem	ErtekNap	TranzakcioTipus	PartnerNeve	PartnerSzamlaszama	Osszeg	Kozlemeny	_Besorolas
1116	11718011-01234028-51450007	HUF	7/5/2021	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	14378	NAGY GEZANE fsz 3	3
1117	11718011-01234028-51450007	HUF	7/14/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
1118	11718011-01234028-51450007	HUF	7/16/2021	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg	4
1119	11718011-01234028-51450007	HUF	7/16/2021	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
1120	11718011-01234028-51450007	HUF	7/31/2021		Szlafenntart./zarlati dij	01234567-98765432	-768		101
1121	11718011-01234028-51450007	HUF	7/31/2021		Szamlacsomag havi dij	01234567-98765432	-1207		101
1122	11718011-01234028-51450007	HUF	7/31/2021		Konyvelesi teteldij-PTI	01234567-98765432	-87.7		101
1123	11718011-01234028-51450007	HUF	7/31/2021		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
1124	11718011-01234028-51450007	HUF	7/31/2021		Allando megbizas dija	01234567-98765432	-107		101
1125	11718011-01234028-51450007	HUF	7/31/2021		Konyvelesi teteldij	01234567-98765432	-55		101
1126	11718011-01234028-51450007	HUF	8/2/2021	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
1127	11718011-01234028-51450007	HUF	8/4/2021	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
1128	11718011-01234028-51450007	HUF	8/5/2021	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	14378	NAGY GEZANE fsz 3	3
1129	11718011-01234028-51450007	HUF	8/11/2021	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg	4
1130	11718011-01234028-51450007	HUF	8/16/2021	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
1131	11718011-01234028-51450007	HUF	8/16/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
1132	11718011-01234028-51450007	HUF	8/31/2021		Szlafenntart./zarlati dij	01234567-98765432	-768		101
1133	11718011-01234028-51450007	HUF	8/31/2021		Szamlacsomag havi dij	01234567-98765432	-1207		101
1134	11718011-01234028-51450007	HUF	8/31/2021		Konyvelesi teteldij-PTI	01234567-98765432	-87.7		101
1135	11718011-01234028-51450007	HUF	8/31/2021		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
1136	11718011-01234028-51450007	HUF	8/31/2021		Allando megbizas dija	01234567-98765432	-107		101
1137	11718011-01234028-51450007	HUF	8/31/2021		Konyvelesi teteldij	01234567-98765432	-55		101
1138	11718011-01234028-51450007	HUF	9/2/2021	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
1139	11718011-01234028-51450007	HUF	9/3/2021	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
1140	11718011-01234028-51450007	HUF	9/3/2021	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	14378	NAGY GEZANE fsz 3	3
1141	11718011-01234028-51450007	HUF	9/14/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
1142	11718011-01234028-51450007	HUF	9/16/2021	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
1143	11718011-01234028-51450007	HUF	9/22/2021	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg	4
1144	11718011-01234028-51450007	HUF	9/30/2021		Int.Appl. to   30/09/21	01234567-98765432	0.75		102
1145	11718011-01234028-51450007	HUF	9/30/2021		CRT to         30/09/21	01234567-98765432	-0.11		101
1146	11718011-01234028-51450007	HUF	9/30/2021		Szamlacsomag havi dij	01234567-98765432	-1207		101
1147	11718011-01234028-51450007	HUF	9/30/2021		Szlafenntart./zarlati dij	01234567-98765432	-768		101
1148	11718011-01234028-51450007	HUF	9/30/2021		Konyvelesi teteldij-PTI	01234567-98765432	-87.7		101
1149	11718011-01234028-51450007	HUF	9/30/2021		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
1150	11718011-01234028-51450007	HUF	9/30/2021		Allando megbizas dija	01234567-98765432	-107		101
1151	11718011-01234028-51450007	HUF	9/30/2021		Konyvelesi teteldij	01234567-98765432	-55		101
1152	11718011-01234028-51450007	HUF	10/4/2021		+IZV 00339273681 Erdei Eniko	01234567-98765432	9708	szept, okt havi kulonbozet	7
1153	11718011-01234028-51450007	HUF	10/4/2021		+IZV 00339250964 Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
1154	11718011-01234028-51450007	HUF	10/4/2021		+IZV 00339197315  D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
1155	11718011-01234028-51450007	HUF	10/5/2021		+IZV 00339590001 Smith Pal	01234567-98765432	134136	ugyfelszam: 285145, Smith Pal   2021.05-08 + emelt 2021.09-12 havi kozoskoltseg+Fundamenta	1
1156	11718011-01234028-51450007	HUF	10/5/2021		+IZV 00339489660 NAGY GEZANE	01234567-98765432	4816	NAGY GEZANE fsz 3               Oktoberi emeles miatti kiegeszites	3
1157	11718011-01234028-51450007	HUF	10/5/2021		+IZV 00339433671 NAGY GEZANE	01234567-98765432	14378	NAGY GEZANE fsz 3	3
1158	11718011-01234028-51450007	HUF	10/15/2021		+IZV 00341360431 Balogh Gabor ERVIN	01234567-98765432	19194		4
1159	11718011-01234028-51450007	HUF	10/15/2021		+IZV 00341232208 Szekeres Lajos	01234567-98765432	13185		2
1160	11718011-01234028-51450007	HUF	10/18/2021		+IZV 00341449272 Lopez Jennifer	01234567-98765432	13615		8
1161	11718011-01234028-51450007	HUF	10/18/2021		+IZV 00341412624 Bond Jakab ES NEJE   L	01234567-98765432	14340		9
1162	11718011-01234028-51450007	HUF	10/31/2021		Konyvelesi teteldij-PTI	01234567-98765432	-87.83		101
1163	11718011-01234028-51450007	HUF	10/31/2021		Szamlacsomag havi dij	01234567-98765432	-1207		101
1164	11718011-01234028-51450007	HUF	10/31/2021		Szlafenntart./zarlati dij	01234567-98765432	-768		101
1165	11718011-01234028-51450007	HUF	10/31/2021		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
1166	11718011-01234028-51450007	HUF	10/31/2021		Allando megbizas dija	01234567-98765432	-107		101
1167	11718011-01234028-51450007	HUF	10/31/2021		Konyvelesi teteldij	01234567-98765432	-99		101
1168	11718011-01234028-51450007	HUF	11/2/2021	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	19194	Kisvarday-Papp kozos ktsg	7
1169	11718011-01234028-51450007	HUF	11/4/2021	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
1170	11718011-01234028-51450007	HUF	11/5/2021	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	19194	NAGY GEZANE fsz 3            K|z|s k|ltseg, felujitasi alap	3
1171	11718011-01234028-51450007	HUF	11/15/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	13185	FSZT 2. KOZOS KSG	2
1172	11718011-01234028-51450007	HUF	11/16/2021	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
1173	11718011-01234028-51450007	HUF	11/30/2021		Konyvelesi teteldij-PTI	01234567-98765432	-87.66		101
1174	11718011-01234028-51450007	HUF	11/30/2021		Szamlacsomag havi dij	01234567-98765432	-1207		101
1175	11718011-01234028-51450007	HUF	11/30/2021		Szlafenntart./zarlati dij	01234567-98765432	-768		101
1176	11718011-01234028-51450007	HUF	11/30/2021		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
1177	11718011-01234028-51450007	HUF	11/30/2021		Allando megbizas dija	01234567-98765432	-107		101
1178	11718011-01234028-51450007	HUF	11/30/2021		Konyvelesi teteldij	01234567-98765432	-44		101
1179	11718011-01234028-51450007	HUF	12/2/2021	Bejovo forint atutalas	Lopez Jennifer	01234567-98765432	14000		8
1180	11718011-01234028-51450007	HUF	12/2/2021	Kimeno forint atutalas	Matyja Istvan Laszlone, 55341060	01234567-98765432	-30000	MI-2021-98; Zoldterulet gondozas 10.04	0
1181	11718011-01234028-51450007	HUF	12/2/2021	Kimeno forint atutalas	ELMu EMASZ	01234567-98765432	-5040	841503185177;20252103; kozos villany 2021.03.16-2021.08.15	52
1182	11718011-01234028-51450007	HUF	12/2/2021	Kimeno forint atutalas	Matyja Istvan Laszlone	01234567-98765432	-110000	MI-2021-57; MI-2021-51, MI-2021-74 -szamlak feltoltve az ehaz dokumentum kezelojebe	0
1183	11718011-01234028-51450007	HUF	12/2/2021	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	19194	Kisvarday-Papp kozos ktsg	7
1184	11718011-01234028-51450007	HUF	12/3/2021	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
1185	11718011-01234028-51450007	HUF	12/3/2021	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	19194	NAGY GEZANE fsz 3            K|z|s k|ltseg, felujitasi alap	3
1186	11718011-01234028-51450007	HUF	12/15/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	13185	FSZT 2. KOZOS KSG	2
1187	11718011-01234028-51450007	HUF	12/16/2021	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	19100	KOZOS KTG uF.SZ. 285145	9
1188	11718011-01234028-51450007	HUF	12/24/2021	Bejovo forint atutalas	Lopez Jennifer	01234567-98765432	13800		8
1189	11718011-01234028-51450007	HUF	12/31/2021		Int.Appl. to   31/12/21	01234567-98765432	0.8		102
1190	11718011-01234028-51450007	HUF	12/31/2021		CRT to         31/12/21	01234567-98765432	-0.12		101
1191	11718011-01234028-51450007	HUF	12/31/2021		Konyvelesi teteldij-PTI	01234567-98765432	-525.29		101
1192	11718011-01234028-51450007	HUF	12/31/2021		Szlafenntart./zarlati dij	01234567-98765432	-768		101
1193	11718011-01234028-51450007	HUF	12/31/2021		Szamlacsomag havi dij	01234567-98765432	-1207		101
1194	11718011-01234028-51450007	HUF	12/31/2021		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
1195	11718011-01234028-51450007	HUF	12/31/2021		Atutalasi Jut -SpectraNet	01234567-98765432	-376.2		101
1196	11718011-01234028-51450007	HUF	12/31/2021		Allando megbizas dija	01234567-98765432	-107		101
1197	11718011-01234028-51450007	HUF	12/31/2021		Konyvelesi teteldij	01234567-98765432	-66		101
1198	11718011-01234028-51450007	HUF	1/3/2022	Bejovo forint atutalas	Lopez Jennifer	01234567-98765432	60000		8
1199	11718011-01234028-51450007	HUF	1/3/2022	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	19194	Kisvarday-Papp kozos ktsg	7
1200	11718011-01234028-51450007	HUF	1/4/2022	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
1201	11718011-01234028-51450007	HUF	1/5/2022	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	19194	NAGY GEZANE fsz 3            K|z|s k|ltseg, felujitasi alap	3
1202	11718011-01234028-51450007	HUF	1/11/2022	Bejovo forint atutalas	Lopez Jennifer	01234567-98765432	40000		8
1203	11718011-01234028-51450007	HUF	1/17/2022	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	19100	KOZOS KTG uF.SZ. 285145	9
1204	11718011-01234028-51450007	HUF	1/17/2022	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	13185	FSZT 2. KOZOS KSG	2
1205	11718011-01234028-51450007	HUF	1/18/2022	Bejovo forint atutalas	Fovarosi Csatornazasi Muvek Zr	01234567-98765432	41177	119619SZE21,198042SZE21,2844SZE22	0
1206	11718011-01234028-51450007	HUF	1/27/2022	Bejovo forint atutalas	Lopez Jennifer	01234567-98765432	13800		8
1207	11718011-01234028-51450007	HUF	1/31/2022		Konyvelesi teteldij-PTI	01234567-98765432	-87.79		101
1208	11718011-01234028-51450007	HUF	1/31/2022		Szamlacsomag havi dij	01234567-98765432	-1207		101
1209	11718011-01234028-51450007	HUF	1/31/2022		Szlafenntart./zarlati dij	01234567-98765432	-768		101
1210	11718011-01234028-51450007	HUF	1/31/2022		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
1211	11718011-01234028-51450007	HUF	1/31/2022		Allando megbizas dija	01234567-98765432	-107		101
1212	11718011-01234028-51450007	HUF	1/31/2022		Konyvelesi teteldij	01234567-98765432	-88		101
1213	11718011-01234028-51450007	HUF	2/2/2022	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	19194	Kisvarday-Papp kozos ktsg	7
1214	11718011-01234028-51450007	HUF	2/4/2022	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
1215	11718011-01234028-51450007	HUF	2/4/2022	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	19194	NAGY GEZANE fsz 3            K|z|s k|ltseg, felujitasi alap	3
1216	11718011-01234028-51450007	HUF	2/15/2022	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	13185	FSZT 2. KOZOS KSG	2
1217	11718011-01234028-51450007	HUF	2/21/2022	Bejovo forint atutalas	Lopez Jennifer	01234567-98765432	33800		8
1218	11718011-01234028-51450007	HUF	2/21/2022	Kimeno forint atutalas	Matyja Istvan Laszlone, 55341060	01234567-98765432	-30000	MI-2021-125; Zoldterulet gondozas	0
1219	11718011-01234028-51450007	HUF	2/28/2022		Konyvelesi teteldij-PTI	01234567-98765432	-178.29		101
1220	11718011-01234028-51450007	HUF	2/28/2022		Szamlacsomag havi dij	01234567-98765432	-1207		101
1221	11718011-01234028-51450007	HUF	2/28/2022		Szlafenntart./zarlati dij	01234567-98765432	-768		101
1222	11718011-01234028-51450007	HUF	2/28/2022		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
1223	11718011-01234028-51450007	HUF	2/28/2022		Atutalasi Jut -SpectraNet	01234567-98765432	-121		101
1224	11718011-01234028-51450007	HUF	2/28/2022		Allando megbizas dija	01234567-98765432	-107		101
1225	11718011-01234028-51450007	HUF	2/28/2022		Konyvelesi teteldij	01234567-98765432	-44		101
1226	11718011-01234028-51450007	HUF	3/1/2022	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	81592	Retai kozos koltseg	4
1227	11718011-01234028-51450007	HUF	3/2/2022	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	19194	Kisvarday-Papp kozos ktsg	7
1228	11718011-01234028-51450007	HUF	3/4/2022	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
1229	11718011-01234028-51450007	HUF	3/4/2022	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	19194	NAGY GEZANE fsz 3            K|z|s k|ltseg, felujitasi alap	3
1230	11718011-01234028-51450007	HUF	3/8/2022	Bejovo forint atutalas	SZABO Tibor  LAFO	01234567-98765432	124726	BEFIZETO AZONOSITO:29881000185	6
1231	11718011-01234028-51450007	HUF	3/16/2022	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	13185	FSZT 2. KOZOS KSG	2
1232	11718011-01234028-51450007	HUF	3/16/2022	Bejovo forint atutalas	Balogh Gabor DR                  LAFO	01234567-98765432	19194	RETAI KOZOS KOLTSEG	4
1233	11718011-01234028-51450007	HUF	3/18/2022	Bejovo forint atutalas	Bond Jakab	01234567-98765432	19194	285145 Pentek kktsg	9
1234	11718011-01234028-51450007	HUF	3/30/2022	Kimeno forint atutalas	MVM Next Energiakereskedelmi Zrt.	01234567-98765432	-1336	KA 10060076833609 (343 Ft) es KA10060076833612 (993 Ft); 2601191608	52
1235	11718011-01234028-51450007	HUF	3/31/2022		Int.Appl. to   31/03/22	01234567-98765432	0.85		102
1236	11718011-01234028-51450007	HUF	3/31/2022		CRT to         31/03/22	01234567-98765432	-0.13		101
1237	11718011-01234028-51450007	HUF	3/31/2022		Konyvelesi teteldij-PTI	01234567-98765432	-92.15		101
1238	11718011-01234028-51450007	HUF	3/31/2022		Szamlacsomag havi dij	01234567-98765432	-1207		101
1239	11718011-01234028-51450007	HUF	3/31/2022		Szlafenntart./zarlati dij	01234567-98765432	-768		101
1240	11718011-01234028-51450007	HUF	3/31/2022		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
1241	11718011-01234028-51450007	HUF	3/31/2022		Atutalasi Jut -SpectraNet	01234567-98765432	-121		101
1242	11718011-01234028-51450007	HUF	3/31/2022		Allando megbizas dija	01234567-98765432	-107		101
1243	11718011-01234028-51450007	HUF	3/31/2022		Konyvelesi teteldij	01234567-98765432	-77		101
1244	11718011-01234028-51450007	HUF	4/4/2022	Bejovo forint atutalas	Smith Pal	01234567-98765432	76776	ugyfelszam: 285145, Smith Pal   2022.01-04 havi kozoskoltseg+Fundamenta	1
1245	11718011-01234028-51450007	HUF	4/4/2022	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	19194	Kisvarday-Papp kozos ktsg	7
1246	11718011-01234028-51450007	HUF	4/4/2022	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
1247	11718011-01234028-51450007	HUF	4/5/2022	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	19194	NAGY GEZANE fsz 3            K|z|s k|ltseg, felujitasi alap	3
1248	11718011-01234028-51450007	HUF	4/14/2022	Bejovo forint atutalas	Balogh Gabor DR                  LAFO	01234567-98765432	19194	RETAI KOZOS KOLTSEG	4
1249	11718011-01234028-51450007	HUF	4/19/2022	Bejovo forint atutalas	Bond Jakab	01234567-98765432	19194	285145 Pentek kktsg	9
1250	11718011-01234028-51450007	HUF	4/19/2022	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	13185	FSZT 2. KOZOS KSG	2
1251	11718011-01234028-51450007	HUF	4/30/2022		Konyvelesi teteldij-PTI	01234567-98765432	-87.73		101
1252	11718011-01234028-51450007	HUF	4/30/2022		Szlafenntart./zarlati dij	01234567-98765432	-768		101
1253	11718011-01234028-51450007	HUF	4/30/2022		Szamlacsomag havi dij	01234567-98765432	-1207		101
1254	11718011-01234028-51450007	HUF	4/30/2022		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
1255	11718011-01234028-51450007	HUF	4/30/2022		Allando megbizas dija	01234567-98765432	-107		101
1256	11718011-01234028-51450007	HUF	4/30/2022		Konyvelesi teteldij	01234567-98765432	-66		101
